occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3
440067,occ,,,43010,cf. Anancus sp.,genus,43242,,Anancus,genus,43242,Ruscinian,,5.333,3.2,11399,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Anancus,69.183334,34.516666,AF,,,based on nearby landmark,minutes,,Site is approximately 10km East of the captial city Kabul (on which the co-ordinates are based). ,gplates,506,mid,68.97,33.79,scotese,507,mid,69.7,34.0,seton,506,mid,68.49,34.76
440116,occ,11231.0,,43016,Elephas (Palaeoloxodon) antiquus,species,159795,recombined as,Palaeoloxodon antiquus,species,159781,Middle Pleistocene,,0.781,0.126,11400,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,14.216667,40.549999,IT,Capri Island,,based on nearby landmark,minutes,,"The site is on the East side of Capri Island, some 3km from Sorrento (on mainland Italy). ",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
440127,occ,11238.0,,43016,Mammuthus (Mammuthus) chosaricus,species,367671,obsolete variant of,Mammuthus chosaricus,species,367671,Middle Pleistocene,,0.781,0.126,11400,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,14.216667,40.549999,IT,Capri Island,,based on nearby landmark,minutes,,"The site is on the East side of Capri Island, some 3km from Sorrento (on mainland Italy). ",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
440181,occ,,,43012,Elephas trogontherii,species,159796,recombined as,Mammuthus trogontherii,species,159796,Middle Pleistocene,,0.781,0.126,11398,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,7.3,50.533333,DE,Rheinland-Pfalz,,estimated from map,minutes,outcrop,"Coordinates are taken from Ariendorf. Ariendorf is close to the Rhine River, between Bad Hönningen and Leubsdorf. Outcrop Southeast of Ariendorf, just above the castle's park. R 25/92300 H 56/99900.\nThe collection belongs to a channal fill and represents the collecting point R1.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
440186,occ,,,43015,Elephas primigenius,species,46027,recombined as,Mammuthus primigenius,species,46027,Late Pleistocene,,0.126,0.0117,11398,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,7.3,50.533333,DE,Rheinland-Pfalz,,estimated from map,minutes,outcrop,"Coordinates are taken from Ariendorf. Ariendorf is close to the Rhine River, between Bad Hönningen and Leubsdorf. Outcrop Southeast of Ariendorf, just above the castle's park. R 25/92300 H 56/99900.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
440191,occ,,,43018,Elephas trogontherii,species,159796,recombined as,Mammuthus trogontherii,species,159796,Middle Pleistocene,,0.781,0.126,11398,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,7.3,50.533333,DE,Rheinland-Pfalz,,estimated from map,minutes,outcrop,"Coordinates are taken from Ariendorf. Ariendorf is close to the Rhine River, between Bad Hönningen and Leubsdorf. Outcrop Southeast of Ariendorf, just above the castle's park. R 25/92300 H 56/99900.\nThis collection belong to a channal fill and represents the collecting point R3.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
440192,occ,,,43019,Elephas trogontherii,species,159796,recombined as,Mammuthus trogontherii,species,159796,Middle Pleistocene,,0.781,0.126,11398,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,7.3,50.533333,DE,Rheinland-Pfalz,,estimated from map,minutes,outcrop,"Coordinates are taken from Ariendorf. Ariendorf is close to the Rhine River, between Bad Hönningen and Leubsdorf. Outcrop Southeast of Ariendorf, just above the castle's park. R 25/92300 H 56/99900.\nThis collection belong to a channal fill and represents the collecting point R4.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
442267,occ,,,43398,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Burdigalian,,20.44,15.97,11442,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,118.539719,36.515556,CN,Shandong,,based on nearby landmark,seconds,,Co-ordinates based the town of Linqu in Shandong Province. Linqu is 20km West of the site.,gplates,604,mid,115.91,35.39,scotese,604,mid,116.1,36.45,seton,601,mid,115.99,38.52
443182,occ,,,43650,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.25,45.416668,IT,Verona,,based on nearby landmark,minutes,,Co-ordinates based on the town of Soave between Verona and Vicenza. ,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443183,occ,11436.0,,43650,Mammuthus meridionalis,species,47879,,Mammuthus meridionalis,species,46026,Middle Pleistocene,,0.781,0.126,7584,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.25,45.416668,IT,Verona,,based on nearby landmark,minutes,,Co-ordinates based on the town of Soave between Verona and Vicenza. ,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443184,occ,,,43650,Elephas sp.,genus,43264,,Elephas,genus,43264,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.25,45.416668,IT,Verona,,based on nearby landmark,minutes,,Co-ordinates based on the town of Soave between Verona and Vicenza. ,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443257,occ,,,43654,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.25,45.416668,IT,Verona,,based on nearby landmark,minutes,,Co-ordinates based on the town of Soave between Verona and Vicenza. Site is on Monte Zoppega.,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443341,occ,11455.0,,43657,Mammuthus trogontherii,species,395360,,Mammuthus trogontherii,species,159796,Middle Pleistocene,Late Pleistocene,0.781,0.0117,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.0,45.450001,IT,Verona,,based on nearby landmark,minutes,,Site is at the villa di Quinazano in the suburbs of Verona city.,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443342,occ,,,43657,Elephas sp.,genus,43264,,Elephas,genus,43264,Middle Pleistocene,Late Pleistocene,0.781,0.0117,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.0,45.450001,IT,Verona,,based on nearby landmark,minutes,,Site is at the villa di Quinazano in the suburbs of Verona city.,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443406,occ,,,43664,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.1,46.016666,IT,Verona,Grezzana,based on nearby landmark,minutes,,"Co-ordinates based on the village of Romagnano, the site is near here.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443407,occ,11467.0,,43664,Archidiskodon meridionalis,species,44256,recombined as,Mammuthus meridionalis,species,46026,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.1,46.016666,IT,Verona,Grezzana,based on nearby landmark,minutes,,"Co-ordinates based on the village of Romagnano, the site is near here.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443408,occ,,,43664,Elephas sp.,genus,43264,,Elephas,genus,43264,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.1,46.016666,IT,Verona,Grezzana,based on nearby landmark,minutes,,"Co-ordinates based on the village of Romagnano, the site is near here.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443453,occ,,,43666,Elephas sp.,genus,43264,,Elephas,genus,43264,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.333333,45.616669,IT,Vicenza,,based on nearby landmark,minutes,,Co-ordinates based on the village of Cornedo Vincentino. The site is near here in the Valle dell'Agno.,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443796,occ,,,43705,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,13.601667,45.773056,IT,Trieste,,based on nearby landmark,seconds,,"Near the River Timavo, in the comune di Duino-Aurisina. Co-ordinates based on the village of Duino.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443797,occ,,,40808,Elephas cf. antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,13.664444,45.768612,IT,Trieste,,based on nearby landmark,seconds,,"Co-ordinate based on the village of Slivia, which is near Trieste in northeastern Italy. The site is near the village of Visogliano.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
443798,occ,,,40808,Elephas sp.,genus,43264,,Elephas,genus,43264,Middle Pleistocene,,0.781,0.126,11465,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,13.664444,45.768612,IT,Trieste,,based on nearby landmark,seconds,,"Co-ordinate based on the village of Slivia, which is near Trieste in northeastern Italy. The site is near the village of Visogliano.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
447647,occ,,,44090,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Middle Pleistocene,,0.781,0.126,11572,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,12.2,41.849998,IT,Roma,,based on nearby landmark,minutes,,The site is approximately 10km East of Fregene (on which the co-ordinates are based) and 25km North west of Rome.,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
447710,occ,,,44092,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Middle Pleistocene,,0.781,0.126,11576,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,14.233333,41.599998,IT,Molise,,based on nearby landmark,minutes,,Co-ordinates based on the nearby city of Isernia in the Upper Volturno Basin.,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
448621,occ,12566.0,,44146,Mammuthus meridionalis,species,47879,,Mammuthus meridionalis,species,46026,Early Pleistocene,,2.588,0.781,9580,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.466667,43.616669,IT,Tuscany,,based on nearby landmark,minutes,,"In the Upper Valdarno, near Matassino (on which the co-ordinates are based). Not far north west of Terranova Bracciolini.",gplates,307,mid,11.81,43.14,scotese,307,mid,11.41,43.56,seton,333,mid,11.15,43.35
450363,occ,,,44231,Archidiskodon meridionalis,species,44256,recombined as,Mammuthus meridionalis,species,46026,Pliocene,Pleistocene,5.333,0.0117,12548,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,3.483611,45.242222,FR,Auvergne-Rhône-Alps,,based on nearby landmark,seconds,local area,Co-ordinates based on the village of Senèze,gplates,305,mid,3.91,44.74,scotese,305,mid,3.34,45.29,seton,331,mid,2.88,45.02
456981,occ,,,45044,Deinotherium giganteum,species,90204,,Deinotherium giganteum,species,90204,Tortonian,,11.62,7.246,11721,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,16.77,48.540001,AT,Niederösterreich,,based on nearby landmark,2,outcrop,"Austria, Niederösterreich (Lower Austria), Zistersdorf, 500 m Northwest of Gaiselberg Village, gravel pit ""Kahrer"", called in the text ""outcrop C""",gplates,305,mid,17.75,46.8,scotese,305,mid,16.02,48.82,seton,301,mid,14.71,48.08
456982,occ,,,45044,Mastodon longirostris,species,90208,recombined as,Tetralophodon longirostris,species,90208,Tortonian,,11.62,7.246,11721,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Tetralophodon,16.77,48.540001,AT,Niederösterreich,,based on nearby landmark,2,outcrop,"Austria, Niederösterreich (Lower Austria), Zistersdorf, 500 m Northwest of Gaiselberg Village, gravel pit ""Kahrer"", called in the text ""outcrop C""",gplates,305,mid,17.75,46.8,scotese,305,mid,16.02,48.82,seton,301,mid,14.71,48.08
456993,occ,,,45043,Deinotherium giganteum,species,90204,,Deinotherium giganteum,species,90204,Tortonian,,11.62,7.246,11721,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,16.77,48.540001,AT,Niederösterreich,,based on nearby landmark,2,outcrop,"Austria, Niederösterreich (Lower Austria), Zistersdorf, 1 km Northwest of Gaiselberg Village, gravel pit of the City Zistersdorf, called in the text ""outcrop B""",gplates,305,mid,17.75,46.8,scotese,305,mid,16.02,48.82,seton,301,mid,14.71,48.08
457003,occ,,,45042,Deinotherium giganteum,species,90204,,Deinotherium giganteum,species,90204,Tortonian,,11.62,7.246,11721,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,16.77,48.540001,AT,Niederösterreich,,based on nearby landmark,2,outcrop,"Austria, Niederösterreich (Lower Austria), Zistersdorf, 1 km Northwest of Gaiselberg Village, gravel pit ""Kopp"", called in the text ""outcrop A""",gplates,305,mid,17.75,46.8,scotese,305,mid,16.02,48.82,seton,301,mid,14.71,48.08
457004,occ,,,45042,Mastodon longirostris,species,90208,recombined as,Tetralophodon longirostris,species,90208,Tortonian,,11.62,7.246,11721,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Tetralophodon,16.77,48.540001,AT,Niederösterreich,,based on nearby landmark,2,outcrop,"Austria, Niederösterreich (Lower Austria), Zistersdorf, 1 km Northwest of Gaiselberg Village, gravel pit ""Kopp"", called in the text ""outcrop A""",gplates,305,mid,17.75,46.8,scotese,305,mid,16.02,48.82,seton,301,mid,14.71,48.08
457435,occ,,,43020,Palaeoloxodon antiquus,species,159798,,Palaeoloxodon antiquus,species,159781,Early Pleistocene,,2.588,0.781,11725,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.38,50.950001,DE,Thüringen,,based on nearby landmark,2,outcrop,"Travertine outcrop, Taubach Village, close to Weimar",gplates,305,mid,11.68,50.58,scotese,305,mid,11.28,50.99,seton,331,mid,10.91,50.83
457452,occ,,,45085,Palaeoloxodon antiquus,species,159798,,Palaeoloxodon antiquus,species,159781,Early Pleistocene,,2.588,0.781,11725,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.31,50.98,DE,Thüringen,,based on nearby landmark,2,outcrop,"Close to Weimar City, Thüringen Province",gplates,305,mid,11.62,50.61,scotese,305,mid,11.21,51.02,seton,331,mid,10.84,50.86
457460,occ,,,45086,Mammonteus primigenius,species,47863,recombined as,Mammuthus primigenius,species,46027,Early Pleistocene,,2.588,0.781,11725,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.31,50.98,DE,Thüringen,,based on nearby landmark,2,outcrop,"Close to Weimar City, Thüringen Province",gplates,305,mid,11.62,50.61,scotese,305,mid,11.21,51.02,seton,331,mid,10.84,50.86
457462,occ,11725.0,,45063,Mammuthus primigenius,species,47880,,Mammuthus primigenius,species,46027,Early Pleistocene,,2.588,0.781,11726,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.349722,50.966667,DE,Thüringen,,based on nearby landmark,minutes,outcrop,"Thüringen Province, South of Weimar City, Ehringsdorf Village",gplates,305,mid,11.65,50.6,scotese,305,mid,11.25,51.0,seton,331,mid,10.88,50.85
457464,occ,11726.0,,45067,Mammuthus primigenius,species,47880,,Mammuthus primigenius,species,46027,Early Pleistocene,,2.588,0.781,11726,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.349722,50.966667,DE,Thüringen,,based on nearby landmark,minutes,outcrop,"Thüringen Province, South of Weimar City, Ehringsdorf Village",gplates,305,mid,11.65,50.6,scotese,305,mid,11.25,51.0,seton,331,mid,10.88,50.85
457476,occ,,,45065,Palaeoloxodon antiquus,species,159798,,Palaeoloxodon antiquus,species,159781,Early Pleistocene,,2.588,0.781,11725,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,11.349722,50.966667,DE,Thüringen,,based on nearby landmark,minutes,outcrop,"Thüringen Province, South of Weimar City, Ehringsdorf Village",gplates,305,mid,11.65,50.6,scotese,305,mid,11.25,51.0,seton,331,mid,10.88,50.85
457491,occ,11727.0,,45069,Mammuthus primigenius,species,47880,,Mammuthus primigenius,species,46027,Early Pleistocene,,2.588,0.781,11726,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.349722,50.966667,DE,Thüringen,,based on nearby landmark,minutes,outcrop,"Thüringen Province, South of Weimar City, Ehringsdorf Village",gplates,305,mid,11.65,50.6,scotese,305,mid,11.25,51.0,seton,331,mid,10.88,50.85
457510,occ,11728.0,,45072,Mammuthus primigenius,species,47880,,Mammuthus primigenius,species,46027,Early Pleistocene,,2.588,0.781,11726,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,11.349722,50.966667,DE,Thüringen,,based on nearby landmark,minutes,outcrop,"Thüringen Province, South of Weimar City, Ehringsdorf Village",gplates,305,mid,11.65,50.6,scotese,305,mid,11.25,51.0,seton,331,mid,10.88,50.85
458376,occ,,,45173,Elephas cf. columbi,species,46017,recombined as,Mammuthus columbi,species,46017,Pleistocene,,2.588,0.0117,11763,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-103.333336,20.666668,MX,Jalisco,,based on nearby landmark,minutes,small collection,"A skeleton of a giant mastodon was discovered some years ago in the valley of Zacualco, a score of miles south of Guadalajara. The lat long is for Guadalajara. (A search produced the town of Zacoalco, approximately 70 km south of Guadalajara, but nothing with the spelling given in the reference.)\r\nGeographic resolution set to small collection because there is just one skeleton (JA).",gplates,104,mid,-103.03,20.91,scotese,104,mid,-103.14,20.71,seton,104,mid,-103.16,20.67
