occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3
196957,occ,,,20297,Mammut sp.,genus,43274,,Mammut,genus,43274,Irvingtonian,,1.8,0.3,2773,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-147.800003,64.800003,US,Alaska,Fairbanks North Star,based on political unit,1,,Fairbanks<br>county assignment uncertain,gplates,123,mid,-147.67,65.1,scotese,123,mid,-147.62,64.86,seton,125,mid,-147.45,64.91
196958,occ,,,20297,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2773,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-147.800003,64.800003,US,Alaska,Fairbanks North Star,based on political unit,1,,Fairbanks<br>county assignment uncertain,gplates,123,mid,-147.67,65.1,scotese,123,mid,-147.62,64.86,seton,125,mid,-147.45,64.91
196992,occ,,,20299,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,2615,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-82.199997,28.799999,US,Florida,Citrus,based on political unit,1,,,gplates,109,mid,-81.83,28.97,scotese,109,mid,-81.99,28.82,seton,101,mid,-82.0,28.75
197019,occ,,,20301,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2741,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-100.300003,37.200001,US,Kansas,Meade,based on political unit,1,,,gplates,101,mid,-99.92,37.44,scotese,101,mid,-100.09,37.24,seton,101,mid,-100.07,37.19
197094,occ,,,20303,Stegomastodon sp.,genus,43258,,Stegomastodon,genus,43258,Blancan,,4.9,1.8,2252,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Stegomastodon,-110.199997,32.0,US,Arizona,Cochise,based on political unit,1,,,gplates,101,mid,-109.21,32.8,scotese,134,mid,-109.6,32.14,seton,101,mid,-109.56,32.06
197128,occ,,,20307,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,1558,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-118.5,47.0,US,Washington,Adams,based on political unit,1,,,gplates,127,mid,-118.15,47.29,scotese,124,mid,-118.29,47.05,seton,160,mid,-118.22,47.04
197161,occ,,,20308,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,2615,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-81.821114,27.041668,US,Florida,De Soto,based on political unit,seconds,,S33 T39S R25E,gplates,109,mid,-81.46,27.21,scotese,109,mid,-81.62,27.06,seton,233,mid,-81.63,26.99
197162,occ,,,20308,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,2615,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-81.821114,27.041668,US,Florida,De Soto,based on political unit,seconds,,S33 T39S R25E,gplates,109,mid,-81.46,27.21,scotese,109,mid,-81.62,27.06,seton,233,mid,-81.63,26.99
197179,occ,,,20309,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,3216,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-99.900002,36.700001,US,Oklahoma,Harper,based on political unit,1,,9 mi W of Buffalo,gplates,101,mid,-99.52,36.94,scotese,101,mid,-99.69,36.74,seton,101,mid,-99.67,36.69
197189,occ,,,20310,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,4222,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-105.800003,46.400002,US,Montana,Custer,based on political unit,1,,north of Miles City,gplates,101,mid,-105.39,46.65,scotese,101,mid,-105.58,46.44,seton,101,mid,-105.52,46.41
197190,occ,,,20310,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,4222,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-105.800003,46.400002,US,Montana,Custer,based on political unit,1,,north of Miles City,gplates,101,mid,-105.39,46.65,scotese,101,mid,-105.58,46.44,seton,101,mid,-105.52,46.41
197231,occ,,,20317,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Late Pleistocene,,0.126,0.0117,31770,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-106.576942,52.206112,CA,Saskatchewan,,stated in text,seconds,outcrop,"""near the southeast corner of section 25, township 37, range 5, W. 3rd. Meridian. This is 3 miles north of Sutherland railway station and 6 miles northeast of the center of Saskatoon"" in ""a low, rounded hill rising about 15 feet above the surrounding prairie level""",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
197259,occ,9438.0,,20318,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-99.800003,34.0,US,Texas,Foard,based on political unit,1,,,gplates,101,mid,-99.44,34.24,scotese,101,mid,-99.59,34.04,seton,101,mid,-99.58,33.99
197302,occ,,,20322,Cuvieronius sp.,genus,43244,,Cuvieronius,genus,43244,Blancan,,4.9,1.8,2245,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-114.5,31.700001,MX,Sonora,,based on nearby landmark,1,,mouth of Colorado River,gplates,101,mid,-113.55,32.53,scotese,134,mid,-113.9,31.85,seton,101,mid,-113.87,31.79
197303,occ,,,20322,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Blancan,,4.9,1.8,2245,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-114.5,31.700001,MX,Sonora,,based on nearby landmark,1,,mouth of Colorado River,gplates,101,mid,-113.55,32.53,scotese,134,mid,-113.9,31.85,seton,101,mid,-113.87,31.79
197332,occ,35592.0,,20323,Mammut pacificus,species,384021,,Mammut pacificus,species,384021,Irvingtonian,Rancholabrean,1.8,0.012,35474,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-117.800003,33.599998,US,California,Orange,based on political unit,1,,"Ralph Clark Regional Park, Fullerton",gplates,not computable using this model,mid,,,scotese,105,mid,-117.48,33.55,seton,not computable using this model,mid,,
197333,occ,,,20323,Mammuthus cf. imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,Rancholabrean,1.8,0.012,2018,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.800003,33.599998,US,California,Orange,based on political unit,1,,"Ralph Clark Regional Park, Fullerton",gplates,not computable using this model,mid,,,scotese,105,mid,-117.48,33.55,seton,not computable using this model,mid,,
197343,occ,,,20324,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,Rancholabrean,1.8,0.012,2018,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.0,34.799999,US,California,San Bernardino,based on political unit,1,small collection,Victorville,gplates,101,mid,-116.69,35.08,scotese,134,mid,-116.8,34.85,seton,101,mid,-116.78,34.84
197366,occ,,,20327,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,1400,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-120.195831,37.056667,US,California,Madera,stated in text,seconds,small collection,south of Chowchilla; 34 Miles north of Fresno,gplates,130,mid,-119.74,37.28,scotese,130,mid,-119.85,37.05,seton,176,mid,-119.97,37.1
197418,occ,,,20339,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,1794,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-106.199997,35.5,US,New Mexico,Santa Fe,based on political unit,1,,1 mi SW of Galisteo,gplates,101,mid,-105.85,35.76,scotese,101,mid,-105.99,35.54,seton,101,mid,-105.97,35.51
197436,occ,,,20341,Stegomastodon sp.,genus,43258,,Stegomastodon,genus,43258,Irvingtonian,,1.8,0.3,2252,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Stegomastodon,-110.199997,32.0,US,Arizona,Cochise,based on political unit,1,,,gplates,101,mid,-109.87,32.27,scotese,134,mid,-110.0,32.05,seton,101,mid,-109.99,32.02
197451,occ,9477.0,,20342,Morrillia barbouri,species,48828,,Morrillia barbouri,species,52217,Irvingtonian,,1.8,0.3,2392,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Morrillia,-99.5,33.75,US,Texas,Knox and Baylor,based on political unit,2,,,gplates,101,mid,-99.14,33.99,scotese,101,mid,-99.29,33.79,seton,101,mid,-99.28,33.74
197452,occ,,,20342,Cuvieronius sp.,genus,43244,,Cuvieronius,genus,43244,Irvingtonian,,1.8,0.3,1899,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-99.5,33.75,US,Texas,Knox and Baylor,based on political unit,2,,,gplates,101,mid,-99.14,33.99,scotese,101,mid,-99.29,33.79,seton,101,mid,-99.28,33.74
197453,occ,9478.0,,20342,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-99.5,33.75,US,Texas,Knox and Baylor,based on political unit,2,,,gplates,101,mid,-99.14,33.99,scotese,101,mid,-99.29,33.79,seton,101,mid,-99.28,33.74
197466,occ,9486.0,,20343,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,3574,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-115.699997,43.0,US,Idaho,Elmore,based on political unit,1,,2 mi SE of Glenns Ferry,gplates,129,mid,-115.22,43.22,scotese,131,mid,-115.36,42.99,seton,173,mid,-115.44,43.03
197484,occ,,,20346,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2772,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-147.800003,64.800003,US,Alaska,Fairbanks North Star,based on political unit,1,,Fairbanks<br>county assignment uncertain,gplates,123,mid,-147.67,65.1,scotese,123,mid,-147.62,64.86,seton,125,mid,-147.45,64.91
197504,occ,,,20347,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,1916,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-102.5,42.700001,US,Nebraska,Sheridan,based on political unit,1,small collection,,gplates,101,mid,-102.1,42.94,scotese,101,mid,-102.28,42.74,seton,101,mid,-102.24,42.7
197587,occ,,,20351,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,2615,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-82.099998,29.799999,US,Florida,Alachua,based on political unit,1,,5 km NE of Newberry,gplates,109,mid,-81.72,29.97,scotese,109,mid,-81.89,29.82,seton,101,mid,-81.9,29.75
197601,occ,,,20353,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,3099,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-97.599998,38.299999,US,Kansas,McPherson,based on political unit,1,,SW corner of Harper township,gplates,101,mid,-97.21,38.53,scotese,101,mid,-97.39,38.34,seton,101,mid,-97.36,38.29
197632,occ,,,20354,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,1727,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-77.199997,39.799999,US,Pennsylvania,Adams,based on political unit,1,small collection,,gplates,101,mid,-76.74,39.94,scotese,101,mid,-76.97,39.82,seton,101,mid,-76.97,39.73
197706,occ,,,20373,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,4222,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-110.0,48.799999,US,Montana,Hill,based on political unit,1,,Havre,gplates,101,mid,-109.6,49.07,scotese,101,mid,-109.78,48.85,seton,101,mid,-109.71,48.82
197723,occ,,,20375,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,1916,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-102.5,42.700001,US,Nebraska,Sheridan,based on political unit,1,small collection,,gplates,101,mid,-102.1,42.94,scotese,101,mid,-102.28,42.74,seton,101,mid,-102.24,42.7
197736,occ,,,20377,Mammut americanus,species,160931,"misspelling of, recombined as",Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,3099,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-97.599998,38.299999,US,Kansas,McPherson,based on political unit,1,,,gplates,101,mid,-97.21,38.53,scotese,101,mid,-97.39,38.34,seton,101,mid,-97.36,38.29
197738,occ,,,20379,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2407,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-98.5,40.599998,US,Nebraska,Adams,based on political unit,1,,,gplates,101,mid,-98.1,40.83,scotese,101,mid,-98.28,40.64,seton,101,mid,-98.25,40.59
197744,occ,,,20381,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2407,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-98.099998,40.5,US,Nebraska,Clay,based on political unit,1,,junction of Highway 74 and S-18E,gplates,101,mid,-97.69,40.73,scotese,101,mid,-97.88,40.54,seton,101,mid,-97.85,40.49
197750,occ,9550.0,,20382,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-98.900002,34.400002,US,Oklahoma,Tillman,based on political unit,1,,1 mi N of Frederick,gplates,101,mid,-98.53,34.63,scotese,101,mid,-98.69,34.44,seton,101,mid,-98.68,34.39
197751,occ,9551.0,,20382,Cuvieronius priestleyi,species,45409,,Cuvieronius priestleyi,species,46698,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-98.900002,34.400002,US,Oklahoma,Tillman,based on political unit,1,,1 mi N of Frederick,gplates,101,mid,-98.53,34.63,scotese,101,mid,-98.69,34.44,seton,101,mid,-98.68,34.39
197805,occ,,,20384,Mammut americanum,species,47865,,Mammut americanum,species,46016,Gelasian,,2.588,1.806,3580,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-82.68,29.0,US,Florida,Citrus,stated in text,degrees,small collection,2.5 km southwest of Inglis,gplates,109,mid,-81.93,29.34,scotese,109,mid,-82.26,29.05,seton,101,mid,-82.28,28.9
197846,occ,,,20386,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,2854,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.099998,32.900002,US,California,San Diego,based on political unit,1,,,gplates,not computable using this model,mid,,,scotese,105,mid,-116.78,32.85,seton,not computable using this model,mid,,
197862,occ,,,20387,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,3014,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-121.959999,37.529999,US,California,Alameda,based on political unit,2,small collection,,gplates,130,mid,-121.51,37.76,scotese,130,mid,-121.62,37.52,seton,176,mid,-121.73,37.58
197925,occ,,,20390,Mammuthus cf. columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,1912,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-98.099998,38.700001,US,Kansas,Ellsworth,based on political unit,1,,,gplates,101,mid,-97.71,38.93,scotese,101,mid,-97.89,38.74,seton,101,mid,-97.86,38.69
197958,occ,9603.0,,20396,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,2619,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-106.699997,32.0,US,New Mexico,Dona Ana,based on political unit,1,,"north of Las Cruces, Mesilla Basin",gplates,101,mid,-106.36,32.26,scotese,101,mid,-106.5,32.04,seton,101,mid,-106.49,32.01
197959,occ,9604.0,,20396,Stegomastodon mirificus,species,51762,,Stegomastodon mirificus,species,47939,Irvingtonian,,1.8,0.3,2619,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Stegomastodon,-106.699997,32.0,US,New Mexico,Dona Ana,based on political unit,1,,"north of Las Cruces, Mesilla Basin",gplates,101,mid,-106.36,32.26,scotese,101,mid,-106.5,32.04,seton,101,mid,-106.49,32.01
197960,occ,9605.0,,20396,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,2299,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-106.699997,32.0,US,New Mexico,Dona Ana,based on political unit,1,,"north of Las Cruces, Mesilla Basin",gplates,101,mid,-106.36,32.26,scotese,101,mid,-106.5,32.04,seton,101,mid,-106.49,32.01
197967,occ,9607.0,,20397,Mammuthus cf. hayi,species,47876,,Mammuthus hayi,species,44254,Blancan,Irvingtonian,4.9,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-106.699997,32.0,US,New Mexico,Dona Ana,based on political unit,1,small collection,,gplates,101,mid,-105.68,32.77,scotese,101,mid,-106.09,32.13,seton,101,mid,-106.06,32.03
198015,occ,,,20400,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,1960,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-82.5,27.700001,US,Florida,Hillsborough,stated in text,minutes,,7 km SW of Ruskin,gplates,109,mid,-82.13,27.87,scotese,109,mid,-82.29,27.72,seton,233,mid,-82.31,27.65
198016,occ,9622.0,,20400,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,3574,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-82.5,27.700001,US,Florida,Hillsborough,stated in text,minutes,,7 km SW of Ruskin,gplates,109,mid,-82.13,27.87,scotese,109,mid,-82.29,27.72,seton,233,mid,-82.31,27.65
198017,occ,9623.0,,20400,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,3574,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.5,27.700001,US,Florida,Hillsborough,stated in text,minutes,,7 km SW of Ruskin,gplates,109,mid,-82.13,27.87,scotese,109,mid,-82.29,27.72,seton,233,mid,-82.31,27.65
198024,occ,,,20401,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,1960,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.5,27.700001,US,Florida,Hillsborough,based on political unit,minutes,,,gplates,109,mid,-82.13,27.87,scotese,109,mid,-82.29,27.72,seton,233,mid,-82.31,27.65
198047,occ,,,20403,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,3574,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-82.5,27.700001,US,Florida,Hillsborough,based on political unit,minutes,,,gplates,109,mid,-82.13,27.87,scotese,109,mid,-82.29,27.72,seton,233,mid,-82.31,27.65
198048,occ,,,20403,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,1960,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.5,27.700001,US,Florida,Hillsborough,based on political unit,minutes,,,gplates,109,mid,-82.13,27.87,scotese,109,mid,-82.29,27.72,seton,233,mid,-82.31,27.65
198075,occ,9633.0,,20409,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,939,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.099998,32.900002,US,California,San Diego,based on political unit,1,,Borrego Badlands<br>county assignment uncertain,gplates,not computable using this model,mid,,,scotese,105,mid,-116.78,32.85,seton,not computable using this model,mid,,
198076,occ,9634.0,,20409,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,939,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.099998,32.900002,US,California,San Diego,based on political unit,1,,Borrego Badlands<br>county assignment uncertain,gplates,not computable using this model,mid,,,scotese,105,mid,-116.78,32.85,seton,not computable using this model,mid,,
198091,occ,,,20411,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,3083,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-101.300003,34.5,US,Texas,Briscoe,based on political unit,1,,,gplates,101,mid,-100.94,34.74,scotese,101,mid,-101.09,34.54,seton,101,mid,-101.08,34.5
198093,occ,9637.0,,20412,Morrillia barbouri,species,48828,,Morrillia barbouri,species,52217,Irvingtonian,,1.8,0.3,6206,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Morrillia,-101.300003,34.5,US,Texas,Briscoe,based on political unit,1,,,gplates,101,mid,-100.94,34.74,scotese,101,mid,-101.09,34.54,seton,101,mid,-101.08,34.5
198094,occ,,,20412,Mammuthus cf. imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,3083,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-101.300003,34.5,US,Texas,Briscoe,based on political unit,1,,,gplates,101,mid,-100.94,34.74,scotese,101,mid,-101.09,34.54,seton,101,mid,-101.08,34.5
198141,occ,,,20418,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,1200,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-110.699997,50.099998,CA,Alberta,,based on nearby landmark,1,small collection,,gplates,101,mid,-110.29,50.37,scotese,101,mid,-110.48,50.15,seton,101,mid,-110.4,50.12
198152,occ,9647.0,,20420,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-99.800003,34.0,US,Texas,Foard,based on political unit,1,,,gplates,101,mid,-99.44,34.24,scotese,101,mid,-99.59,34.04,seton,101,mid,-99.58,33.99
198154,occ,,,20421,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2870,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-124.199997,40.799999,US,California,Humboldt,based on political unit,1,small collection,near Eureka,gplates,129,mid,-123.76,41.03,scotese,129,mid,-123.86,40.79,seton,176,mid,-123.96,40.86
198218,occ,,,20428,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2772,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-150.100006,65.099998,US,Alaska,Yukon-Koyukuk,based on political unit,1,,,gplates,123,mid,-149.99,65.4,scotese,406,mid,-149.92,65.15,seton,125,mid,-149.76,65.21
198237,occ,,,20432,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,3574,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-140.0,68.199997,CA,Yukon,,based on nearby landmark,1,small collection,,gplates,103,mid,-139.78,68.5,scotese,103,mid,-139.8,68.26,seton,118,mid,-139.58,68.29
198255,occ,,,20434,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2048,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-140.0,68.199997,CA,Yukon,,based on nearby landmark,1,small collection,,gplates,103,mid,-139.78,68.5,scotese,103,mid,-139.8,68.26,seton,118,mid,-139.58,68.29
198260,occ,,,20435,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2048,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-140.0,68.199997,CA,Yukon,,based on nearby landmark,1,small collection,,gplates,103,mid,-139.78,68.5,scotese,103,mid,-139.8,68.26,seton,118,mid,-139.58,68.29
198266,occ,,,20436,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2048,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-140.0,68.199997,CA,Yukon,,based on nearby landmark,1,small collection,,gplates,103,mid,-139.78,68.5,scotese,103,mid,-139.8,68.26,seton,118,mid,-139.58,68.29
198295,occ,,,20440,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Rancholabrean,,0.3,0.012,2050,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.800003,27.799999,US,Florida,Pinellas,based on political unit,1,small collection,1 km NE of Safety Harbor,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
198296,occ,,,20441,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Rancholabrean,,0.3,0.012,2050,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.800003,27.799999,US,Florida,Pinellas,based on political unit,1,small collection,,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
198347,occ,,,20452,Mammuthus cf. columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,2725,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.0,33.900002,US,California,Riverside,based on political unit,1,small collection,,gplates,105,mid,-116.58,34.09,scotese,105,mid,-116.69,33.85,seton,106,mid,-116.41,33.6
198366,occ,35593.0,,20454,Mammut pacificus,species,384021,,Mammut pacificus,species,384021,Irvingtonian,,1.8,0.3,35474,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-117.0,33.900002,US,California,Riverside,based on political unit,1,small collection,,gplates,105,mid,-116.58,34.09,scotese,105,mid,-116.69,33.85,seton,106,mid,-116.41,33.6
198367,occ,9676.0,,20454,Mammuthus cf. hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.0,33.900002,US,California,Riverside,based on political unit,1,small collection,,gplates,105,mid,-116.58,34.09,scotese,105,mid,-116.69,33.85,seton,106,mid,-116.41,33.6
198448,occ,,,20475,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,2615,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-81.800003,27.9,US,Florida,Polk,based on political unit,1,,,gplates,109,mid,-81.43,28.06,scotese,109,mid,-81.59,27.92,seton,101,mid,-81.61,27.85
198449,occ,,,20475,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,2615,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-81.800003,27.9,US,Florida,Polk,based on political unit,1,,,gplates,109,mid,-81.43,28.06,scotese,109,mid,-81.59,27.92,seton,101,mid,-81.61,27.85
198502,occ,,,20478,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,2615,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-81.800003,27.9,US,Florida,Polk,based on political unit,1,,,gplates,109,mid,-81.43,28.06,scotese,109,mid,-81.59,27.92,seton,101,mid,-81.61,27.85
